职位名,链接,公司,工作地点,薪资,经验,学历
python爬虫工程师,http://jobs.51job.com/tianjin/87991254.html?s=01&t=0,吉比艾（天津）软件研发有限公司,天津,6-8千/月,2年经验,本科
python实习生,http://jobs.51job.com/chengdu/89781104.html?s=01&t=0,重庆卓睿信息技术有限公司,成都,4-6千/月,,
Python开发工程师,http://jobs.51job.com/shanghai-xhq/90913001.html?s=01&t=0,深圳市众软信息技术有限公司,上海-徐汇区,1-1.5万/月,2年经验,本科
python培训讲师（专***）,http://jobs.51job.com/shenzhen-nsq/80394707.html?s=01&t=0,深圳迈瑞思信息技术有限公司,深圳-南山区,1.5-2万/月,3-4年经验,大专
Python软件工程师,http://jobs.51job.com/nanjing/78620237.html?s=01&t=0,南京优玛软件科技有限公司,南京,6-8千/月,,大专
Python讲师,http://jobs.51job.com/shanghai/89967073.html?s=01&t=0,海文信息技术有限公司,上海,1-1.5万/月,1年经验,本科
Python工程师（数据工程师）,http://jobs.51job.com/chengdu-gxq/82355764.html?s=01&t=0,成都九鼎天元知识产权代理有限公司,成都-高新区,3-8千/月,,本科
Python高级开发工程师,http://jobs.51job.com/shanghai-pdxq/89883270.html?s=01&t=0,上海期货信息技术有限公司,上海-浦东新区,,3-4年经验,本科
Python开发团队急聘,http://jobs.51job.com/xian-gxjs/91017479.html?s=01&t=0,西安易派软件技术有限公司,西安-高新技术...,0.8-1万/月,,
Python开发工程师,http://jobs.51job.com/nanjing/81222436.html?s=01&t=0,南京富士通南大软件技术有限公司,南京,10-15万/年,2年经验,本科
Python开发工程师,http://jobs.51job.com/beijing/91619752.html?s=01&t=0,华信永益（北京）信息技术有限公司,北京,1.2-1.7万/月,2年经验,本科
Python 开发工程师,http://jobs.51job.com/chengdu-gxq/83703235.html?s=01&t=0,北京知道创宇信息技术有限公司,成都-高新区,1.2-2.4万/月,,
Python工程师,http://jobs.51job.com/guangzhou-byq/90282892.html?s=01&t=0,广州优樱斯贸易有限公司,广州-白云区,1-1.5万/月,2年经验,大专
Python开发工程师,http://jobs.51job.com/wuhan/85355178.html?s=01&t=0,武汉噢易云计算股份有限公司,武汉,0.8-1.3万/月,,本科
python开发工程师,http://jobs.51job.com/shanghai-mhq/75138734.html?s=01&t=0,上海擎云物联网股份有限公司,上海-闵行区,6-8千/月,1年经验,大专
Python 开发工程师,http://jobs.51job.com/beijing-cyq/86552320.html?s=01&t=0,北京蓝沧科技有限公司,北京-朝阳区,6-8千/月,,本科
python软件开发工程师/运维开发工程师,http://jobs.51job.com/shenzhen-nsq/88242299.html?s=01&t=0,广州尚融网络科技有限公司,深圳-南山区,1-1.5万/月,3-4年经验,大专
机器学习开发工程师（熟悉python者优先）,http://jobs.51job.com/shenzhen-nsq/90848940.html?s=01&t=0,深圳中兴网信科技有限公司,深圳-南山区,1.5-2万/月,1年经验,硕士
python开发工程师--运营支持中心-北京-03391,http://jobs.51job.com/beijing/89957772.html?s=01&t=0,上海中清龙图网络科技有限公司北京分公司,北京,0.8-1万/月,,本科
自动化测试工程师（python/bash）,http://jobs.51job.com/wuhan/87658183.html?s=01&t=0,新思科技（武汉）Synopsys,武汉,20-30万/年,,
"Software Engineer_Python/C,C++/EDA",http://jobs.51job.com/shanghai/71545548.html?s=01&t=0,新思科技（上海）Synopsys,上海,20-30万/年,3-4年经验,本科
Python 抓取爬虫数据处理工程师,http://jobs.51job.com/shanghai-xhq/91556407.html?s=01&t=0,上海亿保网络技术有限公司,上海-徐汇区,0.7-1万/月,2年经验,本科
python web开发工程师,http://jobs.51job.com/wuhan/64407727.html?s=01&t=0,武汉纤效电子科技有限公司,武汉,6-8千/月,2年经验,大专
Python开发工程师,http://jobs.51job.com/shenzhen-nsq/91025443.html?s=01&t=0,深圳市前海手绘科技文化有限公司,深圳-南山区,1.5-2万/月,,本科
python开发工程师（薪资15-25k）,http://jobs.51job.com/xiamen/87362333.html?s=01&t=0,厦门快遛网络科技有限公司,厦门,1.5-2.5万/月,2年经验,
python工程师,http://jobs.51job.com/beijing-hdq/89122639.html?s=01&t=0,数据堂（北京）科技股份有限公司,北京-海淀区,0.8-1万/月,2年经验,本科
Python开发工程师,http://jobs.51job.com/beijing-cyq/86821319.html?s=01&t=0,福建中金在线信息科技有限公司,北京-朝阳区,1-1.5万/月,,本科
python工程师,http://jobs.51job.com/chengdu-whq/90353706.html?s=01&t=0,成都柠檬时光科技有限公司,成都-武侯区,0.8-1.2万/月,2年经验,本科
"微信端开发工程师(python,ruby,nodejs,js)",http://jobs.51job.com/xian-ytq/72418501.html?s=01&t=0,西安美人有约网络科技有限公司,西安-雁塔区,6-8千/月,,
Python工程师,http://jobs.51job.com/nanjing-yhtq/91346112.html?s=01&t=0,安徽壹佰佳互联网科技有限公司江苏分公司,南京-雨花台区,6-8千/月,2年经验,大专
区域运维技术支持-python后端运维工程师（杭州）,http://jobs.51job.com/hangzhou/90166883.html?s=01&t=0,上海微创软件股份有限公司,杭州,1.2-1.3万/月,,大专
Python开发工程师,http://jobs.51job.com/beijing/89689720.html?s=01&t=0,北京卡车之家信息技术股份有限公司,北京,1-1.5万/月,3-4年经验,大专
Python开发工程师,http://jobs.51job.com/yanjiao/87806886.html?s=01&t=0,华通科技有限公司,燕郊开发区,6-8千/月,,本科
Python开发工程师,http://jobs.51job.com/guangzhou/86062894.html?s=01&t=0,北京赞同科技发展有限公司驻广州办事处,广州,4.5-6千/月,,本科
Python运维,http://jobs.51job.com/shenzhen-ftq/90065197.html?s=01&t=0,深圳市宏宇天创科技有限公司,深圳-福田区,0.8-1.2万/月,3-4年经验,
Python开发工程师,http://jobs.51job.com/shenzhen/91642058.html?s=01&t=0,深圳市祥润信息技术有限公司,深圳,1-1.5万/月,3-4年经验,
python开发,http://jobs.51job.com/shanghai-ypq/78688085.html?s=01&t=0,上海高重信息科技有限公司,上海-杨浦区,0.7-2万/月,3-4年经验,本科
Python开发工程师,http://jobs.51job.com/shijiazhuang/91640453.html?s=01&t=0,石家庄弘亿科技有限公司,石家庄,4-8千/月,3-4年经验,大专
Python开发工程师,http://jobs.51job.com/shanghai-pdxq/91637995.html?s=01&t=0,绍兴环思智慧科技股份有限公司,上海-浦东新区,1-1.5万/月,,
python开发工程师(J10904),http://jobs.51job.com/beijing-hdq/89486973.html?s=01&t=0,沪江,北京-海淀区,2.5-4.5万/月,,本科
Python开发工程师,http://jobs.51job.com/chengdu/90573443.html?s=01&t=0,成都励慧网络科技有限公司,成都,1-1.5万/月,3-4年经验,本科
风控系统python研发工程师,http://jobs.51job.com/shanghai-pdxq/91534824.html?s=01&t=0,上海银来投资（集团）有限公司,上海-浦东新区,0.8-2万/月,,本科
Python开发工程师（产品研发）,http://jobs.51job.com/beijing-dcq/78612270.html?s=01&t=0,北京东方金信科技有限公司,北京-东城区,0.8-1.5万/月,,本科
Python 工程师,http://jobs.51job.com/shenzhen-lgq/90137346.html?s=01&t=0,深圳市贝利美维软件有限公司,深圳-龙岗区,0.8-1万/月,,本科
Python开发工程师,http://jobs.51job.com/beijing/76484251.html?s=01&t=0,中科富创（北京）科技有限公司,北京,1.4-2.5万/月,,本科
python开发工程师,http://jobs.51job.com/shenzhen/78746381.html?s=01&t=0,深圳市极限网络科技有限公司,深圳,1-1.5万/月,1年经验,大专
OpenERP/Python开发工程师,http://jobs.51job.com/shenzhen-nsq/67023185.html?s=01&t=0,深圳市德立达科技有限公司,深圳-南山区,1-1.5万/月,2年经验,本科
Python 软件开发工程师,http://jobs.51job.com/shenzhen-nsq/85434282.html?s=01&t=0,首汇焦点（深圳）科技有限公司,深圳-南山区,1.5-2.5万/月,5-7年经验,大专
Python高级开发工程师,http://jobs.51job.com/kunming-xsq/86920853.html?s=01&t=0,昆明信息港传媒有限责任公司,昆明-西山区,0.7-1.2万/月,,大专
python工程师,http://jobs.51job.com/beijing-hdq/78640505.html?s=01&t=0,国和瑞斯（北京）科技有限公司,北京-海淀区,1-1.5万/月,,大专
Python讲师,http://jobs.51job.com/shanghai-fxq/90730419.html?s=01&t=0,八维宏烨（上海）信息科技有限公司,上海-奉贤区,1.5-2万/月,3-4年经验,大专
Python游戏开发工程师,http://jobs.51job.com/fuzhou-glq/88625707.html?s=01&t=0,飞鱼科技国际有限公司,福州-鼓楼区,4-8千/月,1年经验,大专
气象卫星遥感应用开发/c++/java/Python/Fortran,http://jobs.51job.com/chengdu/88755481.html?s=01&t=0,北京华普亿方教育科技股份有限公司,异地招聘,0.4-1.5万/月,2年经验,大专
Python工程师,http://jobs.51job.com/shenzhen-nsq/78687898.html?s=01&t=0,深圳贝尔创意科教有限公司,深圳-南山区,1.2-2万/月,2年经验,本科
Python开发工程师,http://jobs.51job.com/shanghai-pdxq/88935894.html?s=01&t=0,上海药明康德新药开发有限公司,上海-浦东新区,1-2万/月,1年经验,本科
Python高级开发工程师,http://jobs.51job.com/suzhou/90945319.html?s=01&t=0,苏州竞予信息科技有限公司,苏州,0.8-1万/月,2年经验,大专
python 开发工程师,http://jobs.51job.com/shanghai-pdxq/83756290.html?s=01&t=0,上海侍埃电子商务有限公司,上海-浦东新区,20-30万/年,2年经验,本科
Python工程师,http://jobs.51job.com/wuxi/91588690.html?s=01&t=0,无锡联云世纪科技股份有限公司,无锡,0.8-1万/月,,本科
python软件开发工程师,http://jobs.51job.com/shanghai-xhq/88683903.html?s=01&t=0,上海维祥信息技术有限公司,上海-徐汇区,0.8-1.2万/月,3-4年经验,
Java，Python软件工程师,http://jobs.51job.com/shanghai-jaq/91134189.html?s=01&t=0,清衍信息科技（上海）有限公司,上海-静安区,1.5-2.5万/月,2年经验,本科
Python软件开发工程师,http://jobs.51job.com/shenzhen/91587182.html?s=01&t=0,深圳市有限元科技有限公司,深圳,0.7-1.4万/月,,本科
Python高级开发工程师,http://jobs.51job.com/hangzhou/90056758.html?s=01&t=0,杭州昇星网络科技有限公司,杭州,1-2万/月,3-4年经验,本科
Python开发工程师,http://jobs.51job.com/hangzhou-xcq/90292686.html?s=01&t=0,浙江腾翊信息科技有限公司,杭州-下城区,1-1.5万/月,2年经验,本科
python（接口）,http://jobs.51job.com/beijing-hdq/91528833.html?s=01&t=0,暴风体育（北京）有限责任公司,北京-海淀区,2.5-3万/月,,
Python开发工程师,http://jobs.51job.com/chengdu-gxq/85820281.html?s=01&t=0,北京陌陌信息技术有限公司成都分公司,成都-高新区,1-2万/月,3-4年经验,本科
Python开发工程师,http://jobs.51job.com/changsha-ylq/91519534.html?s=01&t=0,湖南栎讯信息科技有限公司,长沙-岳麓区,0.8-1.5万/月,,
Python编程培训师,http://jobs.51job.com/shanghai-sjq/90108090.html?s=01&t=0,上海博训企业管理顾问有限公司,上海-松江区,1-1.5万/月,,
Python开发工程师,http://jobs.51job.com/beijing-hdq/91538098.html?s=01&t=0,武汉软帝联合科技有限公司,北京-海淀区,0.6-1万/月,,
高级软件工程师（Web MIS C# Python）,http://jobs.51job.com/chengdu/85099156.html?s=01&t=0,成都万创科技有限责任公司,成都,0.5-1万/月,,本科
搜狐媒体-社交产品中心-Python开发工程师,http://jobs.51job.com/beijing-hdq/76876239.html?s=01&t=0,搜狐媒体,北京-海淀区,1.5-2万/月,,本科
Python后端工程师,http://jobs.51job.com/chengdu-chq/91426354.html?s=01&t=0,四川众擎志达能源开发有限公司,成都-成华区,4-8千/月,1年经验,大专
Python开发工程师,http://jobs.51job.com/beijing-hdq/90165734.html?s=01&t=0,北京洋浦伟业科技发展有限公司,北京-海淀区,1.3-2.6万/月,,
Python 数据采集工程师,http://jobs.51job.com/guangzhou-thq/88845983.html?s=01&t=0,广州勤加缘科技实业有限公司,广州-天河区,1-1.5万/月,1年经验,大专
python研发工程师（急聘）,http://jobs.51job.com/beijing/87429803.html?s=01&t=0,上海司羽通信设备有限公司,北京,1.5-2.5万/月,,大专
Python开发工程师,http://jobs.51job.com/suzhou/74483697.html?s=01&t=0,苏州科大国创信息技术有限公司,苏州,0.8-1万/月,,
python 软件工程师,http://jobs.51job.com/shanghai-xhq/81937551.html?s=01&t=0,上海思贤信息技术股份有限公司,上海-徐汇区,0.8-1.5万/月,2年经验,本科
Python开发工程师+实习生（大数据方向）,http://jobs.51job.com/shanghai-ypq/88069488.html?s=01&t=0,上海数育信息科技有限公司,上海-杨浦区,0.6-1万/月,,
Python 数据分析工程师,http://jobs.51job.com/chengdu/72571753.html?s=01&t=0,成都友信盟创科技有限公司,成都,0.4-1万/月,无工作经验,大专
python开发工程师,http://jobs.51job.com/guangzhou/90074519.html?s=01&t=0,东软云科技有限公司,广州,6-8千/月,,大专
python/java 中级工程师（网络爬虫方向）,http://jobs.51job.com/beijing-ftq/90177348.html?s=01&t=0,政府采购信息网,北京-丰台区,0.8-1.2万/月,2年经验,本科
Python 后端工程师,http://jobs.51job.com/shenzhen-lgq/91166092.html?s=01&t=0,深圳百视高安防科技有限公司,深圳-龙岗区,0.8-1.5万/月,1年经验,本科
python实习生,http://jobs.51job.com/guiyang/89697728.html?s=01&t=0,江苏运时数据软件股份有限公司,贵阳,2-3千/月,无工作经验,
Python程序员,http://jobs.51job.com/nanjing-pkq/89245338.html?s=01&t=0,诚迈科技（南京）股份有限公司,南京-浦口区,0.6-1万/月,,
Python软件工程师（大数据产品开发）,http://jobs.51job.com/shanghai-ypq/88895665.html?s=01&t=0,悦岚（上海）数据服务有限公司,上海-杨浦区,1-1.5万/月,2年经验,大专
Python后端开发工程师,http://jobs.51job.com/xiamen/90761661.html?s=01&t=0,网宿科技股份有限公司,厦门,1-1.5万/月,3-4年经验,本科
高级Python工程师,http://jobs.51job.com/shanghai-xhq/85861415.html?s=01&t=0,上海易知信息科技股份有限公司,上海-徐汇区,1.8-2.5万/月,3-4年经验,本科
Python开发工程师,http://jobs.51job.com/nanchang/91297275.html?s=01&t=0,南昌中滨雅尚科技有限公司,南昌,0.5-1万/月,2年经验,大专
Perl开发工程师/c#开发工程师/python开发工程师,http://jobs.51job.com/beijing-hdq/89428872.html?s=01&t=0,北京华信空天科技有限公司,北京-海淀区,6-8千/月,无工作经验,本科
Python 开发,http://jobs.51job.com/nanjing-xwq/89417763.html?s=01&t=0,苏州朗拓软件有限公司南京分公司,南京-玄武区,1-1.5万/月,3-4年经验,本科
Python开发工程师（互联网）,http://jobs.51job.com/shanghai-bsq/88352537.html?s=01&t=0,上海衣脉信息科技有限公司,上海-宝山区,1.5-3万/月,,
Python开发工程师,http://jobs.51job.com/tianjin-nkq/87264389.html?s=01&t=0,中科软科技股份有限公司,天津-南开区,4.5-8千/月,,
python爬虫开发工程师,http://jobs.51job.com/guangzhou/87366913.html?s=01&t=0,广州名科计算机网络有限公司,广州,1.5-2.5万/月,2年经验,本科
Python高级开发工程师,http://jobs.51job.com/shenzhen/87772967.html?s=01&t=0,深圳市汇游文化传播有限公司,深圳,0.9-1.2万/月,2年经验,大专
Python Web 开发工程师,http://jobs.51job.com/nanjing-jyq/69879918.html?s=01&t=0,南京川陀大匠信息技术有限公司,南京-建邺区,0.4-1万/月,2年经验,本科
Python开发工程师（广州）,http://jobs.51job.com/guangzhou/89826539.html?s=01&t=0,佛山市平河科技有限公司,广州,0.8-1万/月,1年经验,
Python爬虫工程师,http://jobs.51job.com/beijing-cyq/89432417.html?s=01&t=0,科盛数聚（北京）科技有限公司,北京-朝阳区,1-1.5万/月,2年经验,本科
Python/PHP开发工程师,http://jobs.51job.com/zhongshan/85147833.html?s=01&t=0,广东致学信息科技有限责任公司,中山,4.5-8千/月,1年经验,
Python,http://jobs.51job.com/hangzhou-xhq/81511766.html?s=01&t=0,杭州墙蛙科技有限公司,杭州-西湖区,1.5-2万/月,,
Python服务器开发,http://jobs.51job.com/shanghai-pdxq/90805798.html?s=01&t=0,阅文集团,上海-浦东新区,1.5-2万/月,,本科
python工程师,http://jobs.51job.com/beijing-hdq/79444493.html?s=01&t=0,清华大学交通研究所,北京-海淀区,0.6-1.5万/月,2年经验,本科
Python开发工程师,http://jobs.51job.com/wuhan-hsq/88195256.html?s=01&t=0,科乐得（武汉）技术股份有限公司,武汉-洪山区,0.8-1.5万/月,1年经验,大专
Python开发工程师,http://jobs.51job.com/nantong/87879849.html?s=01&t=0,上海帝联信息科技股份有限公司,南通,6-8千/月,1年经验,本科
软件开发工程师（c/c++/python）,http://jobs.51job.com/shanghai-pdxq/87520069.html?s=01&t=0,威盛电子（上海）有限公司,上海-浦东新区,1-1.5万/月,2年经验,硕士
软件工程师（C/Python方向）,http://jobs.51job.com/shenyang/79397075.html?s=01&t=0,东网科技有限公司,沈阳,0.5-1万/月,,
